File Name,Hearing Date,Decision Date,Case Number,Address,Type,Section,Description,Decision,OCR Flag
1001 5TH AVE - 068-17.pdf,"February 2, 2017","March 2, 2017",68 of 2017,1001 5th Avenue,Variance, 919.01 K,Three-sided sign requested,"Decision: The Applicants request for variances from Code Sections 909.03.M.7(d) and 919.01.Kis hereby APPROVED.‘ ‘Ls hawn Burton-Fa Coun y, Ly",True
"1001 5TH AVE-2-G-66, ZBA 214 of 2019.pdf","October 19, 2019","December 5, 2019",214 of 2019,41001 5th Avenue,Variance, 919.03.M.7(d),requested,Decision: The Applicant’s request for variances from Code Sections 919.03.M.8 and 919.01.Kis hereby DENIED.John J. Richardson.,True
"1001 5TH AVE-2-G-66, ZBA 214 of 2019.pdf","October 19, 2019","December 5, 2019",214 of 2019,41001 5th Avenue,Variance,| 919. 01.K,Double-Face Signs permitted; four-sided sign requested,Decision: The Applicant’s request for variances from Code Sections 919.03.M.8 and 919.01.Kis hereby DENIED.John J. Richardson.,True
"1001 5TH AVE-2-G-66, ZBA 214 of 2019.pdf","October 19, 2019","December 5, 2019",214 of 2019,41001 5th Avenue,Specially Pla,nned District in a way,"that is consistent with these objectives.” Pursuant to this section, sign",Decision: The Applicant’s request for variances from Code Sections 919.03.M.8 and 919.01.Kis hereby DENIED.John J. Richardson.,True
1001 FIFTH AVE - 405-16.pdf,"November 10, 2016","December 8, 2016",— 405 of 2016,1001 Fifth Avenue,None found,None found,None found,Decision: The Applicant’s request for a variance from Code Sections 909.01.N.5(h)(ii) and919.03.M.7(b) for the entrance sign at the corner of Washington Place and FifthAvenue is hereby APPROVED.ichardson,True
1001 Liberty Ave - 90-P-50 - Case 8 of 2021.pdf,"February 18, 2021 (Virtual Hearing)","May 7, 2021",8 of 2021,1001 Liberty Avenue,Variance, Section 919.03.M.7.c,Sign shall not be roof mounted or projected above the roof peak or parapet wall,"Decision: The Applicant’s request for variances from Section 919.03.M.7(c) to allow theinstallation of new high wall signs in the same location as the existing signs on thenorthwest and southeast façades of the building; and a variance from the 1,442 sf signface area limitation to allow the 2,310 sf Northwest Sign is hereby APPROVED, subject tothe condition that the high wall signs on the building shall be limited to the 1,442 sfSoutheast Sign and the 2,310 sf Northwest Sign and no additional high wall signs shallbe permitted on the building.",False
1001 Liberty Ave - 90-P-50 - Case 8 of 2021.pdf,"February 18, 2021 (Virtual Hearing)","May 7, 2021",8 of 2021,1001 Liberty Avenue,Variance, Section 919.03.M.7.c,"Maximum size permitted on northwest façade is 1,442 sf; 2,310 sf proposed","Decision: The Applicant’s request for variances from Section 919.03.M.7(c) to allow theinstallation of new high wall signs in the same location as the existing signs on thenorthwest and southeast façades of the building; and a variance from the 1,442 sf signface area limitation to allow the 2,310 sf Northwest Sign is hereby APPROVED, subject tothe condition that the high wall signs on the building shall be limited to the 1,442 sfSoutheast Sign and the 2,310 sf Northwest Sign and no additional high wall signs shallbe permitted on the building.",False
1005 FREEPORT RD - 011-18.pdf,"January 18, 2018","February 15, 2018",11 of 2018,1005-1027 Freeport Road,None found,None found,None found,Decision: The Applicant’s request for a special exception pursuant to Code Section 911.04.A.57is hereby APPROVED.John J. Righardson,True
1005 Spring Garden Ave - 121 of 2024.pdf,"August 15, 2024","September 15, 2024",121 of 2024,1005 Spring Garden Avenue,Variance, Section 912.01.D,Accessory uses shall be located on the same lot and in the same district as the primary use; accessory use is proposed on a separate lot and in a different zoning district,"Decision: The Applicant’s request for a variance from Section 912.01.D and a specialexception pursuant to Section 916.09 to allow waiver of the residentialcompatibility standards in Section 916.04.C to allow for the construction of a10-space parking lot is hereby APPROVED, subject to the condition thatlandscaping and screening of the parking area is provided, as presented to theBoard.",False
1005 Spring Garden Ave - 121 of 2024.pdf,"August 15, 2024","September 15, 2024",121 of 2024,1005 Spring Garden Avenue,Special Exception,Section 916.04.C,Waiver of residential compatibility setback for parking,"Decision: The Applicant’s request for a variance from Section 912.01.D and a specialexception pursuant to Section 916.09 to allow waiver of the residentialcompatibility standards in Section 916.04.C to allow for the construction of a10-space parking lot is hereby APPROVED, subject to the condition thatlandscaping and screening of the parking area is provided, as presented to theBoard.",False
1006 E CARSON ST 171-15.pdf,"August 13, 2015","September 24, 2015",171 of 2015,1006 East Carson Street,Variance |, 919.03.0.3,permitted in LNC zoning district,"Decision: The Applicant's request for a variance from Code Section 919.03.0.3 is herebyAPPROVED, subject to the conditions that the LED component is limited to the fuelprice information, the LED display implements the automatic dimming technologydescribed and the text remains static.‘Richardson",True
1006 EAST CARSON ST - 368-16.pdf,"November 10, 2016","December 15, 2016",368 of 2016,1006 East Carson Street,Variance, | 917.02.B,"55DBA(10pm- 7am), 75DBA requested",Decision: The Applicant’s request for a variance from Code Sections 912.04.B.4 and 917.02.Bis hereby APPROVED subject to the condition that the Applicant shall. take ailreasonable measures to minimize the impact of the proposed pump on neighboringproperties.. Richardson,True
1007 - PREMIER ST - ZBA CASE 172-18 .pdf,"July 19, 2018","August 23, 2018",172 of 2018,1007 Premier St,Variance, 903.03.B.2,requested.,Decision: The Applicant’s request for a variance from Code Section 903.03.B.2 is herebyAPPROVED.,True
1007 PORTLAND ST - 008-18.pdf,"January 11, 2018","February 15, 2018",8 of 2018,1007 Portland Street,Variance," 903.03.0,2",Minimum 30ft rear setback required and 4'11” requested (porch enclosure),"Decision: The Applicant’s request for variances from Code Sections 903.03.C.2 and 912.04.B ishereby APPROVED, subject to the condition that the Applicant shall provideadequate screening on the rear property line.ice B. Mititiger, ChairJohn J. Rifhardson",True
1007 Winterton St - 124-A-267 - 170 of 2021.pdf,"September 2, 2021 (Virtual Hearing)","September 15, 2021",170 of 2021,1007 Winterton Street,Variance, Section 903.03.C.2,"5’ interior side setback required, 2.4’ requested",Decision: The Applicant’s request for dimensional variances from Section 903.03.C.2 toallow a 19’ front setback for a front porch and 2.4’ interior side setback for anaddition is hereby APPROVED.,False
1007 Winterton St - 124-A-267 - 170 of 2021.pdf,"September 2, 2021 (Virtual Hearing)","September 15, 2021",170 of 2021,1007 Winterton Street,Variance, Section 903.03.C.2,"30’ front setback required, 19’ requested",Decision: The Applicant’s request for dimensional variances from Section 903.03.C.2 toallow a 19’ front setback for a front porch and 2.4’ interior side setback for anaddition is hereby APPROVED.,False
101 BONVUE ST - 259-16.pdf,"July 14, 2016","August 30, 2016",259 of 2016,101 Bonvue Street,Variance, | 903.03.C.2,Minimum 30ft front setback required and 15ft requested,Decision: The Applicant’s request for variances from to Code Sections 903.03.C.2 and 912.04.Eis hereby APPROVED.LaShawn Burton-Faulk,True
101 BONVUE ST - 259-16.pdf,"July 14, 2016","August 30, 2016",259 of 2016,101 Bonvue Street,Variance,| 912.04.E,"Maximum height 15ft permitted, 18ft requested",Decision: The Applicant’s request for variances from to Code Sections 903.03.C.2 and 912.04.Eis hereby APPROVED.LaShawn Burton-Faulk,True
1010 Farragut Street - 82-S-225 - 172 of 2022.pdf,"August 18, 2022 (Virtual Hearing)","September 20, 2022",172 of 2022,1010 Farragut Street,Variance, Section 912.04.A/903.03.C,"30’ front setback required, 0’ requested for addition","Decision: The Applicant’s request for variances from Sections 912.04.E, 912.04.A and925.06.A to permit the continued use of the structure on top of the existingone-story garage structure is hereby DENIED.",False
1010 Farragut Street - 82-S-225 - 172 of 2022.pdf,"August 18, 2022 (Virtual Hearing)","September 20, 2022",172 of 2022,1010 Farragut Street,Variance,Section 912.04.E,"15’/one-story maximum accessory structure height permitted, 13’-6”/two-stories requested","Decision: The Applicant’s request for variances from Sections 912.04.E, 912.04.A and925.06.A to permit the continued use of the structure on top of the existingone-story garage structure is hereby DENIED.",False
1010 FREYBURG ST - 151-17.pdf,"April 13, 2017","June 8, 2017",151 of 2017,1010 Freyburg Street,Variance, 904.03.C,Maximum 45ft/3 stories required and 4 stories requested,"Decision: The Applicant’s request for variances from Sections 904.03.C, 916.02.B.1, and914.09.F is hereby APPROVED, subject to the condition that the Applicant provide atleast six on-site parking spaces.",True
1010 FREYBURG ST - 151-17.pdf,"April 13, 2017","June 8, 2017",151 of 2017,1010 Freyburg Street,Variance, 904.03.C,Residential Compatibility maximum height within 50ft property,"Decision: The Applicant’s request for variances from Sections 904.03.C, 916.02.B.1, and914.09.F is hereby APPROVED, subject to the condition that the Applicant provide atleast six on-site parking spaces.",True
1010 FREYBURG ST - 151-17.pdf,"April 13, 2017","June 8, 2017",151 of 2017,1010 Freyburg Street,Variance,| 916.02.B.1,"zoned residential is 40ft/3 stories, proposed is 41’ 7” /4 stories","Decision: The Applicant’s request for variances from Sections 904.03.C, 916.02.B.1, and914.09.F is hereby APPROVED, subject to the condition that the Applicant provide atleast six on-site parking spaces.",True
1010 FREYBURG ST - 151-17.pdf,"April 13, 2017","June 8, 2017",151 of 2017,1010 Freyburg Street,Variance,| 916.02.B.1,Parking areas of more than 5 spaces shall be designed so that all,"Decision: The Applicant’s request for variances from Sections 904.03.C, 916.02.B.1, and914.09.F is hereby APPROVED, subject to the condition that the Applicant provide atleast six on-site parking spaces.",True
1010 FREYBURG ST - 151-17.pdf,"April 13, 2017","June 8, 2017",151 of 2017,1010 Freyburg Street,Variance,| 914.09.F,"garage doors, ticket machines, or entrance gates are located at least 20’ from the sidewalk and street right-of-way; proposed is Oft","Decision: The Applicant’s request for variances from Sections 904.03.C, 916.02.B.1, and914.09.F is hereby APPROVED, subject to the condition that the Applicant provide atleast six on-site parking spaces.",True
1010 Hampshire Ave - 197 of 2023.pdf,"January 18, 2024 (Virtual Hearing)","January 23, 2024",197 of 2023,1010 Hampshire Avenue,Variance/Review, Section 911.02,2-unit residential structures not allowed in R1 Districts,Decision: The use of the structure for two units is legally nonconforming and maycontinue.,False
1011 Western Avenue - 7-D-200 - Case 19 of 2021.pdf,"February 11, 2021 (Virtual Hearing)","April 22, 2021",19 of 2021,1011 Western Avenue,Variance, Section 907.03.B,Commercial parking is not permitted in the North Side Commercial Area Parking Overlay District,"Decision: Use of the Subject Property as a 19-space commercial parking lot maycontinue in the current configuration, subject to the condition that theApplicant proceed with the intended improvements to the lot, as representedto the Board.",False
1011 Western Avenue - 7-D-200 - Case 19 of 2021.pdf,"February 11, 2021 (Virtual Hearing)","April 22, 2021",19 of 2021,1011 Western Avenue,Variance,Section 914.05,"1 bicycle parking space required, 0 proposed","Decision: Use of the Subject Property as a 19-space commercial parking lot maycontinue in the current configuration, subject to the condition that theApplicant proceed with the intended improvements to the lot, as representedto the Board.",False
1011 Western Avenue - 7-D-200 - Case 19 of 2021.pdf,"February 11, 2021 (Virtual Hearing)","April 22, 2021",19 of 2021,1011 Western Avenue,Variance,Section 914.09.A.1,10’ setback from the ROW required; 0’ requested,"Decision: Use of the Subject Property as a 19-space commercial parking lot maycontinue in the current configuration, subject to the condition that theApplicant proceed with the intended improvements to the lot, as representedto the Board.",False
1011 Western Avenue - 7-D-200 - Case 19 of 2021.pdf,"February 11, 2021 (Virtual Hearing)","April 22, 2021",19 of 2021,1011 Western Avenue,Variance,Section 914.09.H.1,Two-way drive aisles shall be 24’ wide; 15’ requested,"Decision: Use of the Subject Property as a 19-space commercial parking lot maycontinue in the current configuration, subject to the condition that theApplicant proceed with the intended improvements to the lot, as representedto the Board.",False
1011 Western Avenue - 7-D-200 - Case 19 of 2021.pdf,"February 11, 2021 (Virtual Hearing)","April 22, 2021",19 of 2021,1011 Western Avenue,Variance,Section 914.09.H.1,8’6” by 19’ parking spaces required; 9’ by 18’ requested,"Decision: Use of the Subject Property as a 19-space commercial parking lot maycontinue in the current configuration, subject to the condition that theApplicant proceed with the intended improvements to the lot, as representedto the Board.",False
